shipment_id,ship_date,delivery_date,weight_kg,shipping_cost,distance_km,carrier,service_level,is_insured,requires_signature,status,destination_region,special_instructions
Custom Resource #1391,12/25/2025,2025-09-10,131.75,437.27,102.63,Fedex,Express,F,F,delivered,Southeast,Fragile 33
Enterprise Document #1392,08/08/2025,,366.73,488.08,2199.86,Own Fleet,Economy,sim,sim,delayed,International,Leave at Door 161
Custom Resource #1393,20251212,2025/10/20,909.34,318.41,"1,055.61",Correios,Express,false,true,delivered,North,Handle with Care 960
Enterprise Item #1394,20251017,,691.29,55.63,904.24,Local Courier,Standard,F,N,returned,International,
Professional Resource #1395,2025-02-16,22/09/2025,122.94,83.22,760.48,Own Fleet,Economy,True,Y,lost,North,
Premium Document #1396,2025-12-29,20250304,999.81,494.78,,Fedex,Express,NO,F,delivered,International,
Premium Asset #1397,2025/09/17,,437.82,198.42,"2,437.46",Local Courier,Express,Y,T,returned,Southeast,
Custom Item #1398,20250411,17/10/2025,599.02,303.98,4065.60,Local Courier,Standard,0,false,lost,South,Handle with Care 943
Professional Document #1399,07/10/2025,20260218,418.19,207.89,"3,824.61",Fedex,Economy,T,N,lost,International,Fragile 615
Professional Asset #1400,2025/10/19,20260216,822.45,223.39,"4,445.55",Own Fleet,Same-Day,N,NO,delivered,North,Fragile 473
Custom Asset #1401,11/28/2025,2025/02/06,383.39,287.35,1353.42,Local Courier,Standard,N,False,lost,North,Keep Refrigerated 166
Standard Record #1402,2025-10-19,,908.21,437.66,629.48,Own Fleet,Standard,NO,False,delayed,South,
Standard Record #1403,02/08/2026,2025/03/14,742.54,115.75,1298.77,DHL,Economy,yes,N,lost,Midwest,Leave at Door 962
Advanced Record #1404,2025-06-23,2025/08/23,515.15,476.38,2213.22,Fedex,Economy,F,0,lost,Northeast,
Enterprise Record #1405,2025/04/26,2025/09/12,735.45,34.20,1203.55,Own Fleet,Express,0,YES,delayed,Northeast,
Premium Entry #1406,07/01/2026,11/12/2025,483.02,275.41,4014.63,Correios,Same-Day,0,Y,in_transit,South,
Advanced Record #1407,20250330,2025-01-03,1.73,358.21,3979.01,Fedex,Express,false,true,returned,Midwest,
Standard Entry #1408,10/03/2025,20250111,955.45,321.11,850.53,Local Courier,Standard,N,true,in_transit,South,Fragile 167
Basic Product #1409,15/09/2025,2025-10-30,360.29,338.75,2040.84,Fedex,Economy,True,True,delivered,North,Leave at Door 939
Professional Item #1410,20250413,2025-05-07,868.96,86.01,2934.41,DHL,Express,false,1,in_transit,Northeast,Leave at Door 342
Standard Document #1411,02/05/2026,22/03/2025,34.60,262.52,3620.54,DHL,Express,não,T,lost,Southeast,Handle with Care 555
Enterprise Item #1412,2025/02/26,08/17/2025,358.39,218.93,1532.32,Correios,Economy,N,0,returned,Southeast,Handle with Care 384
Advanced Service #1413,20250603,2025/06/12,690.59,36.31,"2,332.14",Local Courier,Economy,NO,N,delivered,South,Keep Refrigerated 669
Enterprise Asset #1414,12/01/2025,2025-05-16,275.29,339.44,"1,239.95",Local Courier,Economy,Y,0,returned,Northeast,Handle with Care 873
Premium Item #1415,20250208,2025-05-16,47.15,356.89,"1,142.41",Local Courier,Economy,T,sim,returned,South,
Advanced Asset #1416,2025/07/02,,664.53,402.47,813.68,Fedex,Same-Day,T,T,lost,North,
Enterprise Document #1417,07/09/2025,,987.53,406.97,2819.03,DHL,Express,true,N,delayed,South,Leave at Door 619
Standard Item #1418,11/02/2025,16/08/2025,422.52,492.91,,DHL,Express,no,NO,delayed,Southeast,
Professional Product #1419,08/05/2025,18/04/2025,123.06,382.19,775.06,Correios,Express,F,YES,delivered,Southeast,Keep Refrigerated 452
Standard Resource #1420,20251224,2025/03/24,28.85,426.05,3964.38,Own Fleet,Economy,não,0,in_transit,Southeast,
Enterprise Resource #1421,20250706,07/16/2025,598.37,284.97,518.44,Fedex,Same-Day,true,0,returned,North,
Standard Record #1422,06/23/2025,08/01/2025,318.50,375.33,224.87,Fedex,Standard,yes,yes,delivered,Southeast,Keep Refrigerated 198
Standard Resource #1423,09/07/2025,,190.52,270.61,3032.22,Correios,Standard,False,N,returned,Midwest,Leave at Door 687
Enterprise Product #1424,2025/08/01,07/17/2025,5.63,104.17,3891.50,Fedex,Same-Day,True,no,lost,International,Fragile 23
Enterprise Product #1425,2025/01/08,2025-03-03,952.76,343.69,664.39,DHL,Standard,True,sim,delayed,Midwest,
Basic Asset #1426,01/21/2025,20250322,339.55,160.19,1987.82,Fedex,Same-Day,NO,0,in_transit,South,Leave at Door 177
Professional Resource #1427,09/02/2026,20251116,544.98,440.64,47.13,Correios,Same-Day,1,True,lost,Northeast,
Enterprise Product #1428,2025/09/06,26/01/2026,867.29,22.95,3203.47,Local Courier,Standard,NO,F,delivered,International,Fragile 273
Standard Entry #1429,06/22/2025,2025-07-21,991.89,466.74,2942.01,DHL,Standard,False,NO,in_transit,Southeast,
Premium Document #1430,2025-01-25,2025-06-06,71.85,278.23,"1,012.25",Fedex,Standard,1,sim,in_transit,Southeast,Handle with Care 193
Custom Asset #1431,08/26/2025,20251116,214.79,383.49,2359.11,DHL,Standard,não,yes,delivered,International,
Enterprise Asset #1432,05/05/2025,2026/02/11,449.70,348.85,161.63,Local Courier,Same-Day,Y,sim,delivered,Southeast,
Custom Resource #1433,2025/12/19,01/24/2025,585.19,178.09,3134.02,Fedex,Same-Day,yes,não,delivered,Northeast,Handle with Care 115
Basic Document #1434,09/04/2025,2025-03-31,458.35,341.60,,Fedex,Economy,T,false,in_transit,International,Keep Refrigerated 950
Premium Record #1435,20250919,02/18/2025,907.35,385.36,67.22,Correios,Express,False,NO,in_transit,Midwest,Fragile 326
Basic Entry #1436,2025/06/27,2025/05/15,658.77,255.09,239.72,Correios,Standard,no,NO,lost,International,
Standard Asset #1437,15/03/2025,2025-04-13,469.06,428.72,"4,124.00",Own Fleet,Standard,1,no,in_transit,Southeast,
Custom Entry #1438,2026/02/04,,603.80,287.84,2345.25,Own Fleet,Express,YES,T,delivered,Midwest,
Premium Record #1439,20250723,07/13/2025,980.43,489.41,3437.28,Correios,Economy,no,False,delayed,South,
Enterprise Resource #1440,13/06/2025,2026/02/05,187.40,368.61,804.85,Local Courier,Standard,false,1,lost,North,Keep Refrigerated 929
Enterprise Entry #1441,2025/05/30,20251227,603.26,324.09,4640.51,Correios,Standard,N,NO,returned,South,
Custom Record #1442,2025-06-02,26/01/2026,503.81,8.30,4988.38,Own Fleet,Economy,F,no,lost,Midwest,
Advanced Resource #1443,2025-12-17,06/07/2025,431.33,278.47,2587.55,Own Fleet,Express,N,False,lost,Midwest,Leave at Door 139
Basic Document #1444,20250707,01/12/2025,,298.20,1391.02,Fedex,Standard,Y,no,lost,Southeast,
Professional Service #1445,2025-10-18,,977.90,367.69,"1,347.11",Local Courier,Economy,NO,T,lost,Northeast,Handle with Care 864
Professional Record #1446,10/01/2025,20250910,578.32,279.32,110.75,DHL,Same-Day,sim,sim,returned,South,
Custom Service #1447,20250416,04/23/2025,184.00,337.31,"3,188.41",Own Fleet,Express,no,0,lost,Southeast,Handle with Care 407
Standard Product #1448,20250704,02/26/2025,336.92,182.43,628.79,Correios,Economy,true,não,in_transit,South,Keep Refrigerated 123
Premium Product #1449,20250506,31/08/2025,675.08,240.21,4612.03,Correios,Same-Day,NO,false,in_transit,Northeast,
Premium Product #1450,13/04/2025,,901.27,263.32,3023.32,Correios,Economy,1,False,delayed,Northeast,
Custom Asset #1451,2025/04/05,28/08/2025,743.93,363.38,3959.19,Local Courier,Standard,Y,T,delivered,North,
Premium Document #1452,20250313,04/01/2025,32.54,288.05,1152.81,Correios,Same-Day,0,False,delayed,Northeast,
Premium Asset #1453,16/06/2025,16/01/2025,130.81,208.30,1876.91,Fedex,Same-Day,não,sim,delivered,International,
Standard Asset #1454,2025/12/17,,437.26,409.14,2988.67,Correios,Same-Day,YES,true,returned,Midwest,
Basic Document #1455,03/21/2025,20251024,574.76,471.63,54.81,Own Fleet,Same-Day,false,True,in_transit,International,Keep Refrigerated 864
Basic Record #1456,02/03/2026,08/09/2025,410.10,96.50,781.97,Correios,Standard,YES,True,returned,International,Leave at Door 372
Custom Resource #1457,2025-08-30,07/05/2025,121.70,325.99,2137.35,Local Courier,Economy,True,0,delivered,Northeast,
Standard Product #1458,20250926,20260201,596.85,224.14,757.75,Correios,Express,true,True,in_transit,Midwest,Handle with Care 45
Advanced Document #1459,18/03/2025,20250824,24.17,269.80,"4,442.07",Fedex,Economy,não,true,delayed,Northeast,
Standard Document #1460,2025-07-22,2025-11-09,161.98,369.67,"1,096.89",Local Courier,Economy,YES,true,delivered,International,
Standard Item #1461,20250322,02/04/2025,512.38,188.25,4998.50,Correios,Same-Day,T,T,delayed,International,Handle with Care 841
Custom Service #1462,20250717,05/05/2025,742.24,193.39,4498.45,Local Courier,Economy,False,false,delivered,Northeast,
Professional Service #1463,2025-05-08,08/02/2025,77.52,352.20,"2,030.13",Local Courier,Same-Day,não,não,lost,Northeast,Fragile 264
Premium Asset #1464,11/22/2025,10/22/2025,521.10,440.17,,Own Fleet,Standard,F,yes,lost,North,Keep Refrigerated 57
Professional Item #1465,2025-02-02,2025/06/14,871.57,20.36,"1,869.01",Fedex,Express,yes,sim,returned,South,Leave at Door 981
Advanced Document #1466,07/22/2025,,127.30,188.00,1271.64,Local Courier,Express,no,T,delayed,Northeast,
Professional Item #1467,05/12/2025,02/24/2026,952.56,267.03,316.12,Local Courier,Same-Day,1,1,in_transit,South,Keep Refrigerated 304
Professional Item #1468,2025-11-17,,121.32,336.20,4846.90,Fedex,Economy,F,NO,returned,Southeast,
Enterprise Entry #1469,2025/11/12,,686.48,399.59,3742.74,Fedex,Economy,true,false,lost,Northeast,
Advanced Resource #1470,2025-11-28,2025/02/04,742.31,262.93,"4,627.28",DHL,Same-Day,True,no,delayed,North,
Custom Resource #1471,2025/12/12,2025-12-30,159.74,332.41,,Local Courier,Economy,T,yes,lost,International,
Premium Entry #1472,20251012,,751.18,406.72,"2,586.65",Fedex,Express,false,não,returned,International,
Premium Entry #1473,20/09/2025,11/28/2025,737.62,314.80,3454.65,DHL,Economy,false,Y,in_transit,North,
Premium Asset #1474,2025-06-25,20250922,464.05,57.82,242.05,Own Fleet,Economy,False,Y,delayed,South,
Advanced Service #1475,2025/01/04,20250410,669.09,371.71,4430.31,Own Fleet,Same-Day,NO,F,in_transit,South,Leave at Door 638
Basic Entry #1476,16/03/2025,2025/01/05,860.24,311.48,3530.76,Local Courier,Same-Day,false,true,lost,Northeast,
Standard Service #1477,05/12/2025,,781.38,343.79,1787.53,Correios,Standard,T,False,delivered,North,
Professional Document #1478,17/11/2025,,198.40,181.17,1367.56,Own Fleet,Same-Day,NO,1,delayed,North,Leave at Door 487
Professional Product #1479,20250609,2026/02/03,129.47,367.79,"1,710.73",Correios,Express,Y,Y,delayed,Midwest,
Advanced Item #1480,2026/01/31,01/23/2025,232.65,467.69,2644.47,Local Courier,Standard,não,1,delayed,Midwest,
Advanced Product #1481,12/09/2025,20250417,518.89,404.18,4408.01,DHL,Standard,Y,false,returned,International,
Premium Product #1482,2025/01/04,02/04/2025,50.77,485.95,3463.59,Fedex,Economy,YES,yes,returned,North,Fragile 368
Advanced Resource #1483,20250325,2025-10-04,756.05,486.90,2190.20,Own Fleet,Same-Day,Y,F,delivered,Northeast,
Advanced Record #1484,20260108,20250506,244.57,406.93,4641.00,Correios,Standard,F,N,returned,North,
Enterprise Item #1485,2025/07/08,20251120,181.31,364.08,"4,392.91",Local Courier,Economy,T,0,lost,Southeast,
Premium Product #1486,20250105,2025-10-25,208.07,10.18,2564.20,Own Fleet,Same-Day,YES,1,returned,South,
Professional Document #1487,20250415,21/01/2025,330.29,270.66,4026.41,Correios,Standard,não,True,delivered,Midwest,
Basic Service #1488,05/15/2025,18/04/2025,969.10,475.51,"2,122.37",Fedex,Same-Day,N,N,delayed,Northeast,Keep Refrigerated 729
Professional Item #1489,07/03/2025,,485.11,229.42,2295.01,Fedex,Standard,0,1,delivered,South,
Custom Entry #1490,26/07/2025,2025-08-02,,101.00,"1,071.29",Correios,Economy,F,true,lost,International,Handle with Care 763
Standard Resource #1491,21/11/2025,,261.87,293.28,1849.77,Fedex,Express,false,sim,delayed,Midwest,
Basic Resource #1492,2025-11-28,2025/03/18,124.90,90.05,3388.81,Correios,Same-Day,NO,F,returned,Midwest,
Custom Resource #1493,2025/10/30,,899.98,294.88,3430.33,Fedex,Same-Day,yes,N,lost,North,
Advanced Product #1494,20260124,27/03/2025,760.15,343.55,4943.93,DHL,Express,1,NO,in_transit,North,
Advanced Record #1495,16/01/2026,16/02/2026,53.34,165.38,"4,039.01",Correios,Express,sim,True,lost,International,
Basic Asset #1496,2025-12-08,29/05/2025,656.96,180.58,"3,676.18",Correios,Standard,no,F,in_transit,South,Keep Refrigerated 209
Professional Resource #1497,20250124,20250112,938.36,330.54,2979.03,Fedex,Express,false,true,delayed,North,
Standard Product #1498,20250703,11/01/2025,225.98,419.77,"1,681.54",Fedex,Same-Day,F,sim,in_transit,Northeast,
Advanced Product #1499,01/04/2025,2025/07/27,985.22,170.62,1700.44,Own Fleet,Same-Day,não,no,in_transit,Northeast,
Advanced Asset #1500,11/12/2025,05/21/2025,705.41,233.99,844.63,Fedex,Economy,Y,N,delayed,South,Handle with Care 289
Premium Asset #1501,20260211,2025-09-26,557.81,139.76,90.67,Own Fleet,Economy,no,yes,lost,Midwest,
Custom Asset #1502,04/23/2025,2025-10-01,559.84,162.75,"2,971.33",Local Courier,Economy,no,True,delayed,South,Fragile 943
Basic Document #1503,10/06/2025,20251226,281.87,227.98,552.49,Local Courier,Economy,no,NO,delayed,North,
Enterprise Record #1504,20250607,,470.46,142.92,4285.78,Local Courier,Same-Day,True,0,delayed,International,
Basic Record #1505,11/20/2025,16/02/2026,948.81,175.17,2768.56,Fedex,Same-Day,não,YES,returned,Southeast,
Premium Service #1506,2025-04-21,07/25/2025,278.75,443.45,915.12,Own Fleet,Express,T,T,delivered,South,
Custom Product #1507,12/03/2025,2025/09/16,911.19,477.05,1027.87,DHL,Express,True,NO,delivered,Northeast,
Professional Record #1508,20260118,20250314,118.27,26.40,"1,516.25",Correios,Express,no,sim,delayed,Midwest,
Enterprise Asset #1509,2026/01/21,2025/02/18,323.56,439.31,1922.12,Local Courier,Express,T,não,delayed,Northeast,Fragile 632
Premium Document #1510,20250410,20250326,239.89,39.77,3392.24,Local Courier,Same-Day,yes,true,delivered,International,
Enterprise Resource #1511,20251106,21/06/2025,741.42,238.21,3633.75,Correios,Express,N,true,lost,South,Fragile 771
Enterprise Record #1512,20250205,22/12/2025,766.53,199.03,3219.56,Local Courier,Same-Day,T,1,delayed,North,
Standard Product #1513,29/10/2025,11/27/2025,760.99,59.76,"3,488.59",Own Fleet,Standard,0,1,delayed,South,
Premium Record #1514,20251109,20250224,176.35,415.31,"4,254.22",Local Courier,Same-Day,0,YES,lost,North,
Custom Item #1515,2025-05-31,03/27/2025,554.30,413.36,2292.55,DHL,Standard,N,F,lost,Midwest,
Professional Document #1516,12/14/2025,20251029,676.71,11.16,"2,369.72",Fedex,Express,false,no,delayed,International,Leave at Door 351
Basic Asset #1517,20260124,2025/08/26,836.03,165.17,806.00,DHL,Same-Day,sim,yes,returned,Northeast,
Standard Item #1518,23/06/2025,2025/03/03,507.65,453.30,3930.26,Fedex,Economy,True,True,returned,Northeast,Leave at Door 573
Premium Item #1519,02/03/2025,08/09/2025,130.04,428.61,"4,745.62",Fedex,Economy,não,não,in_transit,South,
Standard Service #1520,10/12/2025,20250816,227.64,362.58,1459.97,Fedex,Express,não,sim,returned,Northeast,
Enterprise Product #1521,20251119,20251005,107.11,66.86,"4,761.89",DHL,Same-Day,Y,no,lost,Midwest,
Custom Asset #1522,2025-02-19,16/11/2025,470.98,103.04,4819.55,DHL,Economy,True,sim,in_transit,Southeast,Handle with Care 718
Standard Document #1523,2025/09/16,,233.13,446.15,,Correios,Economy,sim,True,returned,International,
Professional Asset #1524,2025/03/30,,585.47,148.98,1805.27,Fedex,Economy,não,NO,returned,Southeast,Keep Refrigerated 680
Advanced Record #1525,2025-10-03,2025/09/22,689.67,283.49,1750.07,Own Fleet,Standard,no,T,returned,Midwest,
Professional Record #1526,2025-03-09,10/04/2025,370.69,324.67,1240.55,Own Fleet,Standard,NO,F,delivered,Southeast,
Professional Asset #1527,20251111,2025-10-21,374.67,422.19,741.42,Correios,Economy,1,false,in_transit,Midwest,
Custom Asset #1528,2025/08/27,08/31/2025,631.44,207.70,"3,724.45",Correios,Same-Day,0,N,delayed,South,
Premium Service #1529,2025-06-21,,14.99,244.58,"4,771.91",Correios,Same-Day,0,NO,returned,South,
Standard Document #1530,11/26/2025,2025-06-03,623.77,242.99,"2,622.04",Fedex,Same-Day,True,false,lost,South,
Advanced Document #1531,2025-01-06,2025/08/28,451.40,90.55,"3,613.77",Fedex,Express,T,yes,delayed,Midwest,
Basic Record #1532,20260107,01/14/2026,,219.03,"2,475.12",Correios,Economy,T,no,lost,Northeast,Keep Refrigerated 612
Enterprise Asset #1533,04/14/2025,09/11/2025,392.79,270.54,1984.81,Own Fleet,Standard,True,false,lost,North,Fragile 725
Basic Resource #1534,23/10/2025,05/02/2026,643.42,268.74,"4,067.12",Fedex,Express,no,N,returned,International,
Custom Record #1535,05/02/2025,01/08/2025,321.32,54.78,"1,458.16",Correios,Same-Day,True,true,lost,Northeast,Keep Refrigerated 657
Premium Document #1536,2025-03-19,26/02/2025,954.86,114.17,"1,494.02",Own Fleet,Standard,1,true,lost,North,
Professional Document #1537,2026-02-04,20260221,294.97,68.21,4471.78,Local Courier,Express,yes,NO,delayed,North,Handle with Care 549
Basic Record #1538,2025/02/03,20260212,215.11,102.87,744.34,Fedex,Express,sim,false,delayed,South,Leave at Door 446
Professional Service #1539,05/27/2025,,689.70,447.66,1100.72,Correios,Express,YES,N,in_transit,Southeast,
Enterprise Resource #1540,2025/11/03,2026-01-11,650.21,353.42,"3,343.39",Own Fleet,Express,Y,no,delivered,Northeast,Leave at Door 229
Standard Entry #1541,20250608,01/15/2026,987.39,467.09,"3,300.81",Local Courier,Standard,yes,false,delayed,International,
Advanced Product #1542,31/12/2025,,343.23,68.45,2567.41,Correios,Express,T,true,delivered,North,
Basic Asset #1543,2025/01/21,2025/02/12,367.40,342.17,1352.49,Own Fleet,Economy,N,não,lost,South,
Basic Asset #1544,2025/03/21,,787.57,314.04,4490.13,Own Fleet,Standard,false,False,delayed,North,
Professional Record #1545,2025-01-03,20250723,555.34,416.45,"2,130.24",Fedex,Express,F,no,lost,Midwest,
Professional Asset #1546,22/07/2025,2025-05-08,156.20,100.10,1872.37,DHL,Same-Day,sim,não,delivered,Northeast,
Basic Resource #1547,2025/02/23,,902.23,209.99,"1,250.41",DHL,Economy,0,False,delayed,Southeast,Fragile 67
Standard Asset #1548,2025-07-05,,743.84,414.67,4107.88,Own Fleet,Express,N,NO,in_transit,International,
Custom Service #1549,15/06/2025,2025/11/28,338.03,452.72,4579.94,DHL,Standard,sim,0,lost,South,
Advanced Product #1550,09/08/2025,20250526,889.87,152.39,4868.56,Local Courier,Same-Day,T,Y,delayed,International,Keep Refrigerated 183
Custom Document #1551,2025/01/28,20250411,106.63,262.84,2726.82,Local Courier,Express,F,false,lost,International,Handle with Care 367
Standard Service #1552,2025-08-20,13/10/2025,379.52,293.73,4696.21,Correios,Standard,YES,T,delivered,Midwest,
Advanced Asset #1553,11/08/2025,28/09/2025,438.18,207.00,1614.38,DHL,Express,não,True,delayed,Southeast,Fragile 375
Enterprise Resource #1554,20251031,,603.17,386.08,2078.69,DHL,Express,YES,NO,lost,Northeast,
Premium Document #1555,2025-03-25,2025/04/06,139.86,237.16,3415.19,Correios,Economy,1,F,delayed,North,Leave at Door 446
Standard Service #1556,20250814,20250530,821.81,345.87,977.49,Local Courier,Express,F,não,in_transit,South,
