transaction_id,transaction_date,amount,balance_after,fee,transaction_type,channel,is_international,is_recurring,status,risk_score,description
Professional Resource #1286,2025-09-05,31636.79,306282.56,19.11,payment,POS,false,yes,reversed,high,ATM Withdrawal 996
Custom Item #1287,01/07/2025,-5124.71,4684.91,19.22,transfer,Web,0,NO,reversed,low,
Custom Resource #1288,20251018,-42290.43,"853,589.58",22.32,fee,ATM,T,YES,pending,medium,Salary Deposit 262
Standard Product #1289,07/08/2025,-45373.03,"274,989.94",,fee,Mobile App,F,não,pending,,Salary Deposit 619
Standard Document #1290,07/21/2025,10633.87,10799.49,43.76,fee,Branch,false,não,pending,,ATM Withdrawal 172
Enterprise Record #1291,20250601,"-33,691.14",793638.97,16.07,deposit,Web,Y,no,pending,high,ATM Withdrawal 973
Standard Asset #1292,02/10/2025,49107.77,883473.67,,deposit,Branch,1,yes,pending,low,ATM Withdrawal 762
Standard Resource #1293,04/05/2025,"4,740.12",420814.64,33.77,fee,ATM,false,YES,completed,medium,Bill Payment 453
Advanced Document #1294,20250218,46895.37,611078.19,19.37,withdrawal,Mobile App,no,no,pending,high,
Standard Product #1295,2025-06-27,"31,381.89",41936.05,,withdrawal,ATM,true,0,completed,low,Salary Deposit 755
Custom Entry #1296,2025/04/24,37203.17,186997.06,,fee,ATM,não,T,completed,high,
Premium Item #1297,2025-04-14,3804.73,508037.62,44.93,transfer,ATM,YES,1,reversed,,Salary Deposit 694
Professional Resource #1298,23/06/2025,36752.26,542765.90,20.60,payment,ATM,não,yes,reversed,low,
Professional Document #1299,10/03/2025,"-35,378.74","859,456.73",33.27,payment,POS,True,no,reversed,high,
Advanced Service #1300,2025-12-28,-29141.26,428507.97,34.75,payment,Branch,não,YES,reversed,low,ATM Withdrawal 601
Premium Record #1301,2025/06/24,"-25,508.28",378629.34,,transfer,Web,N,T,failed,low,Online Purchase 943
Basic Entry #1302,2026-01-23,"-36,231.81",154407.83,38.30,deposit,Branch,True,,failed,,Online Purchase 49
Basic Item #1303,20250612,-12892.83,65357.77,45.91,fee,ATM,NO,False,failed,,
Professional Asset #1304,2026-02-04,"-10,964.70",366964.69,20.94,transfer,Web,no,YES,completed,medium,
Basic Resource #1305,20250610,"-12,349.03",238892.69,26.13,deposit,ATM,false,no,failed,,Bill Payment 594
Standard Entry #1306,31/12/2025,-10587.84,435715.40,15.13,fee,Mobile App,sim,YES,pending,high,Salary Deposit 415
Custom Record #1307,18/03/2025,32598.44,958369.52,25.25,withdrawal,Web,T,N,pending,high,
Enterprise Record #1308,20251119,"35,208.50",439568.99,16.46,deposit,Web,YES,T,reversed,medium,ATM Withdrawal 454
Premium Record #1309,2025-05-22,41313.09,6535.14,,deposit,ATM,T,True,failed,low,Online Purchase 47
Custom Product #1310,23/06/2025,38042.36,606942.07,44.83,transfer,Web,true,F,completed,medium,
Advanced Item #1311,20250919,"-47,823.06",35098.11,22.94,transfer,Web,Y,yes,failed,,Online Purchase 929
Premium Asset #1312,2025/04/29,9658.20,"153,576.61",28.10,fee,Mobile App,F,Y,completed,high,Salary Deposit 21
Basic Product #1313,20250509,-464.33,844415.45,1.27,deposit,Branch,yes,False,failed,high,Bill Payment 602
Standard Document #1314,10/21/2025,43158.18,"337,208.45",12.95,payment,ATM,False,Y,completed,low,ATM Withdrawal 269
Professional Entry #1315,2025-05-12,-27948.19,811833.50,40.15,withdrawal,Mobile App,N,YES,failed,,Bill Payment 886
Custom Resource #1316,2026-02-10,7333.79,950319.46,40.47,fee,Branch,YES,0,reversed,medium,
Custom Product #1317,2025-03-08,4472.46,693560.35,37.25,deposit,Branch,Y,True,reversed,low,Online Purchase 904
Professional Resource #1318,2025-01-21,"13,379.26",698809.31,,transfer,ATM,yes,N,failed,medium,
Basic Entry #1319,20260105,"-45,263.57",702702.21,2.35,withdrawal,Web,YES,N,pending,low,Salary Deposit 383
Custom Document #1320,2025-01-12,-1410.24,46388.05,,withdrawal,ATM,true,True,completed,low,Online Purchase 785
Custom Entry #1321,20250806,28973.24,138855.17,31.50,deposit,POS,YES,True,pending,medium,Bill Payment 784
Standard Product #1322,2025/03/08,-3266.53,"835,368.16",,withdrawal,ATM,YES,YES,failed,low,
Premium Asset #1323,2025/10/20,18464.54,"520,246.86",12.79,transfer,POS,Y,yes,completed,low,ATM Withdrawal 612
Professional Document #1324,20260123,22768.04,530301.07,,withdrawal,Mobile App,T,0,pending,medium,
Enterprise Record #1325,24/03/2025,24677.05,271923.06,1.25,deposit,Mobile App,False,não,completed,high,
Basic Service #1326,27/07/2025,29693.44,14496.50,24.22,withdrawal,Branch,true,YES,completed,medium,Online Purchase 618
Professional Item #1327,2025-12-09,-49912.09,502474.49,28.93,transfer,Mobile App,T,True,completed,medium,Salary Deposit 668
Enterprise Item #1328,2025/05/06,-23823.24,364863.84,1.07,withdrawal,Branch,1,Y,completed,low,Bill Payment 543
Basic Product #1329,2025/01/20,"-43,066.25","781,159.42",2.61,fee,Mobile App,sim,YES,completed,medium,
Professional Document #1330,20250102,-38771.79,75046.54,16.60,fee,Branch,false,yes,pending,low,
Premium Asset #1331,2025-02-16,48058.09,903509.26,17.26,withdrawal,ATM,false,não,failed,medium,ATM Withdrawal 238
Standard Entry #1332,20250601,"-43,811.36","481,094.06",9.85,deposit,Web,N,False,reversed,medium,
Advanced Item #1333,24/03/2025,"16,586.17",91849.00,3.29,deposit,Branch,true,não,reversed,high,Bill Payment 746
Premium Resource #1334,02/28/2025,45613.13,"407,483.48",7.10,withdrawal,POS,no,NO,reversed,,ATM Withdrawal 853
Professional Resource #1335,2025-12-06,"-18,734.38",974947.20,16.72,deposit,Web,NO,false,completed,medium,Online Purchase 400
Advanced Asset #1336,20250712,30893.96,546626.53,14.47,transfer,Branch,true,yes,pending,,ATM Withdrawal 678
Premium Record #1337,05/29/2025,-7392.79,361582.09,45.75,transfer,Branch,F,sim,failed,high,
Standard Document #1338,23/06/2025,"25,379.63",653108.25,,fee,ATM,1,NO,pending,high,Bill Payment 362
Custom Item #1339,10/23/2025,"5,734.74",644837.89,,payment,POS,não,false,completed,medium,
Basic Item #1340,01/08/2025,29775.93,"28,882.66",24.35,fee,Web,False,NO,failed,low,Salary Deposit 204
Premium Asset #1341,16/03/2025,"-17,145.83",752768.87,0.66,payment,ATM,True,T,pending,high,Bill Payment 452
Enterprise Service #1342,20260213,13329.30,3685.48,16.86,transfer,POS,sim,False,pending,medium,Bill Payment 20
Professional Record #1343,2025/02/19,36324.12,534920.22,3.67,withdrawal,POS,False,yes,reversed,,
Professional Entry #1344,24/07/2025,"49,163.04",770727.82,,withdrawal,Branch,N,no,completed,low,Bill Payment 842
Custom Resource #1345,2025-01-13,24152.43,594313.24,4.80,payment,POS,1,NO,reversed,high,Salary Deposit 20
Enterprise Record #1346,15/01/2026,-23208.27,889495.03,34.43,withdrawal,ATM,NO,yes,pending,low,Salary Deposit 948
Premium Product #1347,2025/10/05,-21955.92,190138.51,14.61,transfer,ATM,True,sim,failed,,
Advanced Entry #1348,20250328,26982.69,353844.76,9.47,payment,POS,F,não,reversed,high,
Advanced Document #1349,2025/07/25,42301.64,"948,657.70",,payment,Branch,sim,yes,pending,high,ATM Withdrawal 749
Premium Asset #1350,2026-02-06,-14515.79,"867,367.98",32.72,transfer,ATM,NO,True,reversed,high,
Enterprise Asset #1351,02/01/2026,7420.71,"378,623.84",15.77,fee,Branch,N,T,failed,high,
Advanced Record #1352,20/03/2025,24792.08,179722.09,,deposit,Branch,Y,NO,failed,high,Bill Payment 254
Professional Item #1353,19/05/2025,37439.37,836517.84,35.16,payment,POS,F,YES,reversed,low,
Premium Product #1354,26/10/2025,-44030.57,825955.81,12.85,transfer,Mobile App,no,Y,failed,low,
Advanced Product #1355,2025/11/18,46146.13,"370,124.13",44.67,payment,POS,T,YES,failed,medium,
Premium Service #1356,25/01/2025,-24595.97,323528.32,3.04,payment,Branch,YES,N,pending,medium,ATM Withdrawal 351
Custom Resource #1357,01/28/2026,-38392.34,,,deposit,ATM,True,yes,pending,low,Salary Deposit 575
Advanced Entry #1358,09/11/2025,"40,210.43",66899.14,1.64,fee,Web,não,Y,completed,,
Premium Document #1359,2025/06/01,24378.08,200635.21,45.20,withdrawal,POS,true,NO,pending,high,Bill Payment 104
Advanced Record #1360,2025-07-28,28651.59,323445.98,28.57,payment,Web,Y,False,pending,medium,
Custom Document #1361,20251215,17852.46,437177.71,44.40,fee,Branch,Y,NO,failed,low,ATM Withdrawal 313
Standard Asset #1362,20260206,"-8,724.42",527210.21,48.39,payment,ATM,YES,no,completed,high,Online Purchase 610
Premium Record #1363,20250317,-20619.03,20856.23,41.09,deposit,Mobile App,True,YES,failed,medium,Salary Deposit 899
Professional Document #1364,2025/10/27,"26,490.47","732,618.29",16.52,withdrawal,Branch,true,true,reversed,low,Bill Payment 753
Advanced Item #1365,2025/12/07,"-31,332.98",523690.38,16.80,withdrawal,POS,F,false,failed,high,Online Purchase 258
Advanced Resource #1366,01/14/2025,33271.54,807802.26,43.69,fee,Mobile App,false,,reversed,,Bill Payment 103
Advanced Resource #1367,20250804,46220.26,"767,640.18",1.39,fee,Web,false,True,completed,low,
Advanced Product #1368,2025-05-16,"-20,729.78",475395.13,,payment,POS,N,N,pending,low,Online Purchase 622
Enterprise Product #1369,11/20/2025,44165.75,"831,251.76",37.16,deposit,Web,NO,1,completed,low,
Professional Entry #1370,2025/10/19,"-24,535.64",,21.73,deposit,POS,T,N,completed,high,
Custom Resource #1371,09/24/2025,"-22,808.39","863,435.31",49.36,transfer,Web,YES,True,reversed,,Bill Payment 972
Enterprise Resource #1372,09/06/2025,-49672.65,"778,635.22",46.57,fee,Branch,true,1,failed,low,
Professional Asset #1373,2025-02-24,-39738.29,946516.16,4.39,fee,ATM,não,false,completed,medium,
Standard Resource #1374,20250218,"-46,384.89",685936.50,39.63,payment,Branch,F,False,pending,high,Online Purchase 599
Standard Service #1375,2025-03-02,43925.62,"558,767.02",5.33,transfer,ATM,false,0,completed,high,
Basic Item #1376,05/09/2025,-39316.52,"986,350.16",40.78,fee,ATM,False,true,pending,medium,Bill Payment 279
Standard Service #1377,03/02/2025,8058.78,307937.49,31.35,payment,Branch,yes,não,completed,medium,Salary Deposit 74
Enterprise Service #1378,02/07/2025,"15,368.21","58,591.63",,transfer,Web,YES,False,completed,high,Bill Payment 666
Premium Record #1379,2025/07/26,"-35,854.44",876164.96,29.07,transfer,ATM,sim,no,failed,,
Advanced Item #1380,18/01/2025,"-37,427.58",234916.94,32.21,deposit,POS,N,Y,failed,low,
Custom Record #1381,2026-02-10,-22177.46,646631.84,,payment,POS,1,False,completed,low,Bill Payment 244
Basic Asset #1382,20250429,44434.17,318478.68,45.60,payment,POS,1,T,failed,,Online Purchase 188
Basic Entry #1383,2025/12/23,28271.56,445685.41,,fee,Branch,0,Y,reversed,medium,Salary Deposit 723
Basic Document #1384,20251205,19038.06,"151,798.87",41.05,withdrawal,ATM,não,T,pending,,Salary Deposit 564
Standard Product #1385,2025-02-02,-35379.10,155469.06,49.68,payment,POS,yes,True,completed,high,
Standard Asset #1386,2025-10-09,-5586.91,787248.01,44.42,transfer,POS,YES,Y,pending,low,ATM Withdrawal 600
Premium Record #1387,20250613,-12243.64,454151.29,14.90,payment,POS,yes,False,completed,high,
Basic Product #1388,2025/02/09,-6275.25,678721.06,48.34,withdrawal,ATM,False,,failed,low,
Advanced Entry #1389,20250920,"13,454.61",390575.97,7.80,deposit,ATM,T,no,pending,,ATM Withdrawal 997
Professional Resource #1390,2025/01/25,"13,854.52","877,175.95",17.27,fee,Branch,yes,YES,failed,,
Premium Product #1391,2025-07-31,"-16,819.71",336757.36,19.92,fee,ATM,1,N,completed,low,Online Purchase 418
Custom Document #1392,2026/02/04,"-35,051.28",544492.97,,withdrawal,POS,NO,não,pending,low,Salary Deposit 157
Standard Service #1393,04/20/2025,"-27,575.90",867937.79,45.74,deposit,Branch,yes,True,reversed,high,Online Purchase 361
Enterprise Asset #1394,10/03/2025,-33601.32,155440.78,27.42,transfer,Web,true,sim,reversed,medium,
Basic Asset #1395,2025/07/11,"45,499.29",449961.13,17.30,payment,POS,NO,1,completed,medium,Bill Payment 806
Enterprise Product #1396,04/24/2025,-9336.33,20165.92,37.66,payment,POS,True,não,failed,high,Bill Payment 533
Custom Item #1397,09/07/2025,"-2,472.14",116298.09,35.32,withdrawal,ATM,no,no,pending,high,
Basic Asset #1398,17/12/2025,921.79,722908.74,13.69,fee,ATM,T,False,failed,low,Salary Deposit 423
Enterprise Service #1399,2026/02/03,-8060.18,961491.55,12.39,fee,POS,T,no,failed,medium,
Advanced Service #1400,2026/02/08,11390.44,341007.21,39.02,transfer,Branch,false,Y,failed,,Salary Deposit 716
Premium Product #1401,2026/02/11,30043.04,"842,396.44",39.57,withdrawal,Branch,N,yes,completed,medium,
Advanced Product #1402,05/23/2025,48358.09,"682,502.40",42.02,payment,Branch,1,NO,failed,medium,
Custom Product #1403,2025/05/21,"-5,141.71","364,426.01",22.20,payment,Web,yes,F,pending,low,
Enterprise Document #1404,2026/01/27,"15,701.95",569751.15,2.51,deposit,Mobile App,0,F,pending,high,
Basic Product #1405,20250430,-933.86,478948.39,12.52,deposit,Mobile App,NO,F,pending,high,Online Purchase 856
Standard Service #1406,2026-01-09,8373.05,929029.48,,deposit,Branch,yes,não,failed,medium,
Standard Resource #1407,2026/01/15,"-24,199.19",937781.34,33.81,payment,Web,NO,Y,failed,medium,Salary Deposit 153
Enterprise Product #1408,2025/07/31,24235.35,325779.19,,fee,Branch,N,,failed,low,ATM Withdrawal 744
Advanced Document #1409,20250124,-17471.39,501936.99,,withdrawal,Web,NO,,reversed,medium,Salary Deposit 93
Basic Item #1410,02/02/2025,30665.39,827014.65,26.88,fee,ATM,F,no,failed,medium,Online Purchase 129
Premium Service #1411,20250227,-4369.81,125061.51,15.54,deposit,POS,False,no,completed,high,Salary Deposit 149
Professional Entry #1412,06/02/2025,17006.93,731542.94,30.18,payment,ATM,1,não,completed,high,ATM Withdrawal 650
Standard Record #1413,2026-01-27,43047.36,"420,856.84",40.66,payment,ATM,true,NO,reversed,high,Salary Deposit 771
Advanced Product #1414,20250228,-47608.44,727269.71,40.18,transfer,Web,NO,não,pending,medium,ATM Withdrawal 81
Professional Service #1415,2025/01/02,"3,649.02",661840.11,29.32,payment,Mobile App,T,T,completed,medium,Salary Deposit 108
Basic Document #1416,2026/02/01,"23,568.37",752322.41,33.33,fee,ATM,1,Y,completed,high,Online Purchase 882
Standard Record #1417,20/10/2025,46577.32,605990.25,5.50,fee,ATM,sim,F,pending,low,
Custom Record #1418,2025/02/09,-41876.36,698689.47,26.13,withdrawal,ATM,True,True,pending,medium,Salary Deposit 999
Premium Asset #1419,2025-04-07,"-18,651.50",201019.12,41.94,deposit,Branch,False,true,pending,low,Salary Deposit 555
Standard Resource #1420,20251103,-22934.82,648314.54,,fee,ATM,1,não,pending,,
Basic Entry #1421,11/25/2025,"39,467.41",591241.42,8.32,payment,Mobile App,True,True,pending,high,
Standard Record #1422,20250316,"13,700.83",458667.03,15.94,fee,Branch,NO,False,completed,high,Online Purchase 50
Custom Asset #1423,2025-08-30,17519.70,609817.29,11.42,deposit,POS,no,true,reversed,low,ATM Withdrawal 537
Standard Asset #1424,2025/05/10,-40421.64,382178.31,,payment,Web,false,YES,reversed,medium,Online Purchase 625
Basic Entry #1425,13/03/2025,15807.49,575274.91,9.90,fee,Branch,T,no,pending,,
Standard Product #1426,2025-08-16,40017.77,880399.07,31.70,transfer,POS,no,F,pending,high,
Advanced Entry #1427,2025/03/07,"-13,573.29",281528.27,,deposit,Branch,F,não,completed,high,Online Purchase 85
Custom Resource #1428,08/15/2025,"5,863.29","276,855.24",27.52,withdrawal,ATM,False,true,reversed,high,
Professional Service #1429,20250909,-37875.18,143143.37,,payment,Branch,0,true,reversed,high,
Premium Entry #1430,17/05/2025,-30738.82,386609.65,44.67,fee,POS,N,0,reversed,low,Bill Payment 361
Advanced Product #1431,01/27/2025,-40735.97,189235.16,45.40,payment,Mobile App,yes,1,reversed,medium,
Custom Entry #1432,22/06/2025,21834.13,"527,955.84",27.14,fee,ATM,NO,sim,pending,high,ATM Withdrawal 6
Enterprise Service #1433,2025-08-23,"-48,638.64",355826.87,35.51,payment,ATM,YES,NO,failed,,ATM Withdrawal 815
Premium Document #1434,07/08/2025,"48,320.16",426253.99,48.82,fee,Branch,F,yes,failed,,Online Purchase 737
Premium Record #1435,2025/06/07,42763.12,"927,883.98",19.91,fee,Web,no,false,failed,medium,Bill Payment 436
Custom Document #1436,20251213,27191.34,522218.23,23.15,withdrawal,POS,False,True,reversed,low,ATM Withdrawal 140
Professional Product #1437,2025-08-24,-42303.45,739314.12,3.47,deposit,POS,sim,True,reversed,medium,Salary Deposit 797
Professional Item #1438,20251115,16183.68,518668.84,27.26,fee,POS,no,true,failed,high,Bill Payment 911
Standard Item #1439,01/14/2025,-1313.93,178598.30,5.56,payment,ATM,NO,N,failed,high,Bill Payment 219
Premium Entry #1440,2025/10/31,-11837.85,"913,365.09",10.63,transfer,ATM,true,Y,pending,low,
Enterprise Record #1441,2025/03/20,29884.91,454317.58,,withdrawal,Web,F,no,failed,high,
Premium Item #1442,2025/04/19,3167.62,997718.98,,fee,Mobile App,NO,T,completed,low,
Standard Entry #1443,2025/04/07,"30,447.60",543530.11,17.45,payment,Mobile App,false,sim,failed,medium,Online Purchase 133
Advanced Resource #1444,20250418,"-17,849.93",952212.04,0.22,withdrawal,ATM,N,NO,reversed,low,Bill Payment 900
Professional Product #1445,10/06/2025,-44105.00,718852.51,19.80,deposit,POS,false,YES,reversed,low,Bill Payment 506
Premium Item #1446,2025-05-27,-22000.46,"607,546.94",19.53,transfer,Mobile App,True,YES,pending,low,ATM Withdrawal 721
Professional Resource #1447,2025-09-20,-45960.11,"144,937.54",47.23,payment,Branch,T,N,completed,medium,
Advanced Asset #1448,11/24/2025,"46,824.74","765,875.93",35.66,deposit,Mobile App,N,YES,failed,high,
Standard Product #1449,04/24/2025,12530.85,"855,080.12",42.85,fee,ATM,False,false,reversed,medium,Salary Deposit 941
Basic Entry #1450,10/30/2025,"-1,063.14",726104.58,48.80,withdrawal,Branch,false,yes,failed,medium,
Basic Resource #1451,30/11/2025,28329.72,675113.05,,withdrawal,Branch,true,no,completed,low,Salary Deposit 934
Enterprise Asset #1452,07/09/2025,-22636.29,803548.00,47.12,fee,ATM,True,Y,failed,low,
Basic Product #1453,20251119,"-33,827.83",345730.27,,deposit,Mobile App,F,true,pending,low,Salary Deposit 15
Basic Entry #1454,2025/02/25,9502.02,359857.85,1.67,fee,POS,T,F,pending,high,
Basic Service #1455,20251206,43857.70,"327,198.41",,fee,POS,F,Y,reversed,low,
Professional Product #1456,2025/10/02,"47,730.12","519,643.06",,transfer,Branch,true,T,failed,low,Bill Payment 897
Standard Entry #1457,10/20/2025,30477.78,733408.32,41.97,payment,ATM,T,True,pending,low,Bill Payment 658
Custom Product #1458,2025-07-06,47418.84,845465.13,1.57,fee,POS,1,False,failed,high,ATM Withdrawal 65
Standard Resource #1459,03/17/2025,-26348.28,552078.81,6.07,payment,Mobile App,1,yes,pending,high,
Premium Record #1460,2025-10-08,37667.64,337042.52,44.55,withdrawal,Branch,sim,false,reversed,low,
Enterprise Document #1461,2025/06/24,36398.82,509350.98,,transfer,POS,N,1,pending,,Online Purchase 88
Enterprise Record #1462,20250128,-38300.52,337717.84,11.41,fee,Mobile App,1,1,completed,medium,
Custom Resource #1463,2025/10/02,23025.38,820451.94,,withdrawal,Mobile App,0,,pending,low,
Basic Asset #1464,01/08/2025,3001.43,"395,657.66",,deposit,POS,no,sim,failed,low,
Enterprise Product #1465,20250704,-3638.68,"272,453.77",42.96,transfer,POS,F,sim,reversed,low,Online Purchase 750
Custom Item #1466,03/02/2026,24734.93,32732.85,2.55,withdrawal,Web,True,0,completed,medium,Salary Deposit 647
Standard Resource #1467,05/01/2025,21033.92,130201.43,14.52,deposit,Web,True,N,completed,,
Enterprise Product #1468,20251123,31011.45,111409.09,10.49,payment,Branch,Y,no,completed,low,Salary Deposit 182
